,ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
1468,31120,Missouri,Place found,38.0,-98.0
1470,31122,Arkansas,Place found,35.0,-93.0
1473,31123,Illinois,Place found,40.0,-89.0
1475,31126,Arkansas,Place found,35.0,-93.0
1478,31127,Ouachita River,Place found,34.68,-94.32
1483,31128,Arkansas,Place found,35.0,-93.0
1486,31130,Ouachita River,Place found,34.68,-94.32
1491,31131,Ouachita River,Place found,34.68,-94.32
1496,31132,Ouachita River,Place found,34.68,-94.32
1501,31133,Arkansas,Place found,35.0,-93.0
1505,31134,Ouachita River,Place found,34.68,-94.32
1510,31135,Ouachita River,Place found,34.68,-94.32
1515,31136,Arkansas,Place found,35.0,-93.0
1519,31137,Arkansas,Place found,35.0,-93.0
1522,31138,Ouachita River,Place found,34.68,-94.32
1527,31139,Ouachita River,Place found,34.68,-94.32
1532,31140,Ouachita River,Place found,34.68,-94.32
1537,31141,Ouachita River,Place found,34.68,-94.32
1542,31144,Arkansas,Place found,35.0,-93.0
1545,31145,Arkansas,Place found,35.0,-93.0
1548,31146,Ouachita River,Place found,34.68,-94.32
1553,31148,Ouachita River,Place found,34.68,-94.32
1558,31149,Arkansas,Place found,35.0,-93.0
1561,31151,Arkansas,Place found,35.0,-93.0
1565,31153,Ouachita River,Place found,34.68,-94.32
1570,31154,Ouachita River,Place found,34.68,-94.32
1575,31155,Ouachita River,Place found,34.68,-94.32
1580,31158,Arkansas,Place found,35.0,-93.0
1583,31159,Ouachita River,Place found,34.68,-94.32
1588,31160,Arkansas,Place found,35.0,-93.0
1591,31161,Arkansas,Place found,35.0,-93.0
1595,31162,Ouachita River,Place found,34.68,-94.32
1600,31163,Ouachita River,Place found,34.68,-94.32
1605,31164,Missouri,Place found,38.0,-98.0
1607,31165,Illinois,Place found,40.0,-89.0
1609,31166,Illinois,Place found,40.0,-89.0
1611,31170,Illinois,Place found,40.0,-89.0
1613,31171,Illinois,Place found,40.0,-89.0
1615,31172,Illinois,Place found,40.0,-89.0
1617,31174,Illinois,Place found,40.0,-89.0
1618,31175,Illinois,Place found,40.0,-89.0
1619,31176,Illinois,Place found,40.0,-89.0
1620,31177,Missouri,Place found,38.0,-98.0
1622,31178,Illinois,Place found,40.0,-89.0
1624,31179,Illinois,Place found,40.0,-89.0
1626,31180,Illinois,Place found,40.0,-89.0
1628,31182,Illinois,Place found,40.0,-89.0
1630,31183,Illinois,Place found,40.0,-89.0
1632,31184,Illinois,Place found,40.0,-89.0
1634,31186,Missouri,Place found,38.0,-98.0
1636,31188,Illinois,Place found,40.0,-89.0
1638,31189,Illinois,Place found,40.0,-89.0
1640,31190,Illinois,Place found,40.0,-89.0
1642,31191,Illinois,Place found,40.0,-89.0
1645,31192,Missouri,Place found,38.0,-98.0
1647,31194,Illinois,Place found,40.0,-89.0
1648,31197,Illinois,Place found,40.0,-89.0
1649,31198,Illinois,Place found,40.0,-89.0
1650,31199,Illinois,Place found,40.0,-89.0
1653,31200,Missouri,Place found,38.0,-98.0
1655,31201,Illinois,Place found,40.0,-89.0
1657,31202,Illinois,Place found,40.0,-89.0
1658,31203,Illinois,Place found,40.0,-89.0
1659,31204,Illinois,Place found,40.0,-89.0
1662,31206,Illinois,Place found,40.0,-89.0
1664,31207,Illinois,Place found,40.0,-89.0
1666,31210,Illinois,Place found,40.0,-89.0
1668,31211,Ohio,Place found,40.0,-80.83
1670,31212,Illinois,Place found,40.0,-89.0
1672,31213,Illinois,Place found,40.0,-89.0
1675,31215,Illinois,Place found,40.0,-89.0
1677,31216,Illinois,Place found,40.0,-89.0
1679,31217,Missouri,Place found,38.0,-98.0
1681,31218,Missouri,Place found,38.0,-98.0
1684,31219,Tennessee,Place found,35.5,-85.0
1685,31221,Ohio,Place found,40.0,-80.83
1687,31222,Illinois,Place found,40.0,-89.0
1689,31224,Missouri,Place found,38.0,-98.0
1691,31226,Illinois,Place found,40.0,-89.0
1693,31227,Illinois,Place found,40.0,-89.0
1695,31228,Illinois,Place found,40.0,-89.0
1697,31229,Illinois,Place found,40.0,-89.0
1699,31230,Missouri,Place found,38.0,-98.0
1701,31232,Illinois,Place found,40.0,-89.0
1703,31235,Illinois,Place found,40.0,-89.0
1705,31236,Illinois,Place found,40.0,-89.0
1707,31237,Ohio,Place found,40.0,-80.83
1709,31238,Missouri,Place found,38.0,-98.0
1711,31239,Missouri,Place found,38.0,-98.0
1713,31240,Missouri,Place found,38.0,-98.0
1715,31241,county,Place found,,
1717,31242,Illinois,Place found,40.0,-89.0
1719,31243,Illinois,Place found,40.0,-89.0
1721,31244,Ohio,Place found,40.0,-80.83
1723,31252,Ohio,Place found,40.0,-80.83
1725,31253,Ohio,Place found,40.0,-80.83
1728,31254,Ohio,Place found,40.0,-80.83
1730,31255,Ohio,Place found,40.0,-80.83
1732,31256,Ohio,Place found,40.0,-80.83
1734,31264,Illinois,Place found,40.0,-89.0
1736,31265,Ohio,Place found,40.0,-80.83
1738,31269,Ohio,Place found,40.0,-80.83
1740,31270,Ohio,Place found,40.0,-80.83
1742,31272,Indiana,Place found,40.0,-86.0
1744,31274,Ohio,Place found,40.0,-80.83
1745,31276,Illinois,Place found,40.0,-89.0
1747,31278,Ohio,Place found,40.0,-80.83
1749,31279,Ohio,Place found,40.0,-80.83
1751,31280,Missouri,Place found,38.0,-98.0
1754,31282,Ohio,Place found,40.0,-80.83
1756,31283,Illinois,Place found,40.0,-89.0
1758,31287,Ohio,Place found,40.0,-80.83
1760,31288,Ohio,Place found,40.0,-80.83
1762,31290,Ohio,Place found,40.0,-80.83
1764,31291,Illinois,Place found,40.0,-89.0
1766,31292,Ohio,Place found,40.0,-80.83
1768,31293,Illinois,Place found,40.0,-89.0
1770,31296,Missouri,Place found,38.0,-98.0
1772,31297,Illinois,Place found,40.0,-89.0
1774,31298,Arizona,Place found,34.0,-112.0
1775,31299,Ohio,Place found,40.0,-80.83
1777,31300,Illinois,Place found,40.0,-89.0
1780,31301,Illinois,Place found,40.0,-89.0
1783,31302,Illinois,Place found,40.0,-89.0
1785,31303,Missouri,Place found,38.0,-98.0
1788,31305,Ohio,Place found,40.0,-80.83
1790,31306,Ohio,Place found,40.0,-80.83
1792,31307,Ohio,Place found,40.0,-80.83
1793,31308,Ohio,Place found,40.0,-80.83
1794,31309,Ohio,Place found,40.0,-80.83
1796,31310,Illinois,Place found,40.0,-89.0
1798,31311,Ohio,Place found,40.0,-80.83
1800,31314,Illinois,Place found,40.0,-89.0
1802,31315,Illinois,Place found,40.0,-89.0
1804,31317,Ohio,Place found,40.0,-80.83
1805,31318,Illinois,Place found,40.0,-89.0
1807,31320,Ohio,Place found,40.0,-80.83
1808,31321,Ohio,Place found,40.0,-80.83
1810,31322,Illinois,Place found,40.0,-89.0
1812,31324,Illinois,Place found,40.0,-89.0
1814,31325,Illinois,Place found,40.0,-89.0
1816,31326,Ouachita River,Place found,34.68,-94.32
1821,31327,Arkansas,Place found,35.0,-93.0
1824,31328,Kentucky,Place found,37.0,-85.0
1826,31330,Kentucky,Place found,37.0,-85.0
1827,31331,Michigan,Place found,44.0,-85.0
1828,31334,Arkansas,Place found,35.0,-93.0
1832,31335,Tennessee,Place found,35.5,-85.0
1834,31336,Illinois,Place found,40.0,-89.0
1835,31337,Ohio,Place found,40.0,-80.83
1837,31338,Ohio,Place found,40.0,-80.83
1838,31339,Ohio,Place found,40.0,-80.83
1839,31342,Kentucky,Place found,37.0,-85.0
1841,31344,Kentucky,Place found,37.0,-85.0
1843,31346,Kentucky,Place found,37.0,-85.0
1845,31348,Missouri,Place found,38.0,-98.0
1847,31350,Kentucky,Place found,37.0,-85.0
1850,31351,Illinois,Place found,40.0,-89.0
1852,31352,Illinois,Place found,40.0,-89.0
1855,31353,Ohio,Place found,40.0,-80.83
1857,31354,Ohio,Place found,40.0,-80.83
1859,31355,Ohio,Place found,40.0,-80.83
1861,31356,Illinois,Place found,40.0,-89.0
1863,31357,Mississippi,Place found,83.0,-90.0
1865,31358,Ohio,Place found,40.0,-80.83
1867,31359,Missouri,Place found,38.0,-98.0
1869,31361,Arkansas,Place found,35.0,-93.0
1870,31362,Ouachita River,Place found,34.68,-94.32
1875,31363,Ouachita River,Place found,34.68,-94.32
1880,31364,Ouachita River,Place found,34.68,-94.32
1885,31366,Ouachita River,Place found,34.68,-94.32
1890,31367,Ouachita River,Place found,34.68,-94.32
1895,31368,Arkansas,Place found,35.0,-93.0
1896,31371,Ohio,Place found,40.0,-80.83
1898,31372,Ohio,Place found,40.0,-80.83
1900,31373,Illinois,Place found,40.0,-89.0
1902,31374,Ouachita River,Place found,34.68,-94.32
1907,31376,Illinois,Place found,40.0,-89.0
1909,31378,Ohio,Place found,40.0,-80.83
1911,31379,Tennessee,Place found,35.5,-85.0
1913,31380,Illinois,Place found,40.0,-89.0
1915,31382,Ouachita River,Place found,34.68,-94.32
1920,31384,Ohio,Place found,40.0,-80.83
1922,31385,Ouachita River,Place found,34.68,-94.32
1927,31387,Ouachita River,Place found,34.68,-94.32
1932,31388,Illinois,Place found,40.0,-89.0
1933,31390,Arkansas,Place found,35.0,-93.0
1936,31391,Missouri,Place found,38.0,-98.0
1939,31392,Illinois,Place found,40.0,-89.0
1942,31395,Illinois,Place found,40.0,-89.0
1944,31398,Ouachita River,Place found,34.68,-94.32
1949,31401,Ohio,Place found,40.0,-80.83
1952,31403,Missouri,Place found,38.0,-98.0
1953,31405,Ouachita River,Place found,34.68,-94.32
1958,31406,Illinois,Place found,40.0,-89.0
1960,31407,Missouri,Place found,38.0,-98.0
1962,31409,Ouachita River,Place found,34.68,-94.32
1967,31411,Illinois,Place found,40.0,-89.0
1969,31412,Ouachita River,Place found,34.68,-94.32
1974,31413,Ouachita River,Place found,34.68,-94.32
1979,31416,Ouachita River,Place found,34.68,-94.32
1984,31418,Arkansas,Place found,35.0,-93.0
1985,31420,Ohio,Place found,40.0,-80.83
1986,31421,Illinois,Place found,40.0,-89.0
1989,31422,Illinois,Place found,40.0,-89.0
1991,31423,Illinois,Place found,40.0,-89.0
1993,31424,Ouachita River,Place found,34.68,-94.32
1998,31425,Illinois,Place found,40.0,-89.0
1999,31429,Ouachita River,Place found,34.68,-94.32
2004,31430,Arkansas,Place found,35.0,-93.0
2007,31431,Ouachita River,Place found,34.68,-94.32
2012,31432,Arkansas,Place found,35.0,-93.0
2015,31435,Arkansas,Place found,35.0,-93.0
2018,31436,Ouachita River,Place found,34.68,-94.32
2023,31437,Illinois,Place found,40.0,-89.0
2025,31439,Illinois,Place found,40.0,-89.0
2027,31440,Illinois,Place found,40.0,-89.0
2029,31442,Alaska,Place found,65.0,-153.0
2030,31443,Illinois,Place found,40.0,-89.0
2031,31523,Arkansas,Place found,35.0,-93.0
2034,31524,Arkansas,Place found,35.0,-93.0
2037,31525,Arkansas,Place found,35.0,-93.0
2040,31526,Arkansas,Place found,35.0,-93.0
2043,31527,Arkansas,Place found,35.0,-93.0
2046,31528,Arkansas,Place found,35.0,-93.0
2049,31529,Arkansas,Place found,35.0,-93.0
2052,31530,Arkansas,Place found,35.0,-93.0
2055,31531,Arkansas,Place found,35.0,-93.0
2058,31532,Arkansas,Place found,35.0,-93.0
2061,31533,Arkansas,Place found,35.0,-93.0
2064,31534,Arkansas,Place found,35.0,-93.0
2067,31535,Arkansas,Place found,35.0,-93.0
2070,31536,Arkansas,Place found,35.0,-93.0
2073,31537,Arkansas,Place found,35.0,-93.0
2076,31538,Arkansas,Place found,35.0,-93.0
2079,31539,Arkansas,Place found,35.0,-93.0
2082,31540,Arkansas,Place found,35.0,-93.0
2085,31541,Arkansas,Place found,35.0,-93.0
2088,31542,Arkansas,Place found,35.0,-93.0
2091,31543,Arkansas,Place found,35.0,-93.0
2094,31544,Arkansas,Place found,35.0,-93.0
2097,31545,Arkansas,Place found,35.0,-93.0
2100,31546,Arkansas,Place found,35.0,-93.0
2103,31547,Arkansas,Place found,35.0,-93.0
2106,31548,Arkansas,Place found,35.0,-93.0
2109,31549,Arkansas,Place found,35.0,-93.0
2112,31550,Arkansas,Place found,35.0,-93.0
2115,31551,Arkansas,Place found,35.0,-93.0
2118,31552,Arkansas,Place found,35.0,-93.0
2121,31553,Arkansas,Place found,35.0,-93.0
2124,31554,Arkansas,Place found,35.0,-93.0
2127,31555,Arkansas,Place found,35.0,-93.0
2130,31556,Arkansas,Place found,35.0,-93.0
2133,31557,Arkansas,Place found,35.0,-93.0
2136,31558,Arkansas,Place found,35.0,-93.0
2139,31559,Arkansas,Place found,35.0,-93.0
2142,31560,Arkansas,Place found,35.0,-93.0
2145,31561,Arkansas,Place found,35.0,-93.0
2148,31562,Arkansas,Place found,35.0,-93.0
2151,31593,Ouachita River,Place found,34.68,-94.32
2156,31597,Ouachita River,Place found,34.68,-94.32
2161,31598,Ouachita River,Place found,34.68,-94.32
2166,31599,Ouachita River,Place found,34.68,-94.32
2171,31601,Ouachita River,Place found,34.68,-94.32
2176,31602,Ouachita River,Place found,34.68,-94.32
2181,31605,Illinois,Place found,40.0,-89.0
2182,31606,Arkansas,Place found,35.0,-93.0
2186,31608,Ouachita River,Place found,34.68,-94.32
2191,31610,Ouachita River,Place found,34.68,-94.32
2196,31613,Ouachita River,Place found,34.68,-94.32
2201,31617,Ouachita River,Place found,34.68,-94.32
2206,31620,Arkansas,Place found,35.0,-93.0
2210,31621,Ouachita River,Place found,34.68,-94.32
2215,31622,Ouachita River,Place found,34.68,-94.32
2220,31623,Arkansas,Place found,35.0,-93.0
2224,31624,Ouachita River,Place found,34.68,-94.32
2229,31625,Ouachita River,Place found,34.68,-94.32
2234,31626,Ouachita River,Place found,34.68,-94.32
2239,31627,Ouachita River,Place found,34.68,-94.32
2244,31628,Ouachita River,Place found,34.68,-94.32
2249,31629,Ouachita River,Place found,34.68,-94.32
2254,31631,Ouachita River,Place found,34.68,-94.32
2259,31633,Ouachita River,Place found,34.68,-94.32
2264,31635,Ouachita River,Place found,34.68,-94.32
2269,31636,Ouachita River,Place found,34.68,-94.32
2274,31637,Ouachita River,Place found,34.68,-94.32
2279,31638,Arkansas,Place found,35.0,-93.0
2281,31639,Ouachita River,Place found,34.68,-94.32
2286,31640,Ouachita River,Place found,34.68,-94.32
2291,31641,Arkansas,Place found,35.0,-93.0
2295,31642,Arkansas,Place found,35.0,-93.0
2299,31643,Ouachita River,Place found,34.68,-94.32
2304,31647,Arkansas,Place found,35.0,-93.0
2308,31648,Ouachita River,Place found,34.68,-94.32
2313,31649,Ouachita River,Place found,34.68,-94.32
2318,31650,Arkansas,Place found,35.0,-93.0
2322,31651,Ouachita River,Place found,34.68,-94.32
2327,31652,Ouachita River,Place found,34.68,-94.32
2332,31653,Ouachita River,Place found,34.68,-94.32
2337,31654,Ouachita River,Place found,34.68,-94.32
2342,31655,Ouachita River,Place found,34.68,-94.32
2347,31656,Ouachita River,Place found,34.68,-94.32
2352,31657,Ouachita River,Place found,34.68,-94.32
2357,31658,Ouachita River,Place found,34.68,-94.32
2362,31659,Ouachita River,Place found,34.68,-94.32
2367,31660,Ouachita River,Place found,34.68,-94.32
2372,31661,Ouachita River,Place found,34.68,-94.32
2377,31662,Ouachita River,Place found,34.68,-94.32
2382,31663,Ouachita River,Place found,34.68,-94.32
2387,31664,Ouachita River,Place found,34.68,-94.32
2392,31665,Ouachita River,Place found,34.68,-94.32
2397,31666,Ouachita River,Place found,34.68,-94.32
2402,31667,Ouachita River,Place found,34.68,-94.32
2407,31668,Ouachita River,Place found,34.68,-94.32
2412,31669,Ouachita River,Place found,34.68,-94.32
2417,31670,Ouachita River,Place found,34.68,-94.32
2422,31671,Ouachita River,Place found,34.68,-94.32
2427,31672,Ouachita River,Place found,34.68,-94.32
2432,31673,Ouachita River,Place found,34.68,-94.32
2437,31674,Ouachita River,Place found,34.68,-94.32
2442,31675,Ouachita River,Place found,34.68,-94.32
2447,31676,Ouachita River,Place found,34.68,-94.32
2452,31677,Ouachita River,Place found,34.68,-94.32
2457,31678,Ouachita River,Place found,34.68,-94.32
2462,31679,Ouachita River,Place found,34.68,-94.32
2467,31680,Ouachita River,Place found,34.68,-94.32
2472,31682,Ouachita River,Place found,34.68,-94.32
2477,31684,Ouachita River,Place found,34.68,-94.32
2482,31685,Ouachita River,Place found,34.68,-94.32
2487,31686,Arkansas,Place found,35.0,-93.0
2490,31687,Ouachita River,Place found,34.68,-94.32
2495,31688,Ouachita River,Place found,34.68,-94.32
2500,31689,Ouachita River,Place found,34.68,-94.32
2505,31690,Ouachita River,Place found,34.68,-94.32
2510,31691,Ouachita River,Place found,34.68,-94.32
2515,31692,Ouachita River,Place found,34.68,-94.32
2520,31693,Arkansas,Place found,35.0,-93.0
2523,31694,Ouachita River,Place found,34.68,-94.32
2528,31695,Illinois,Place found,40.0,-89.0
2530,31697,Illinois,Place found,40.0,-89.0
2532,31698,Illinois,Place found,40.0,-89.0
2534,31700,Illinois,Place found,40.0,-89.0
2536,31703,Illinois,Place found,40.0,-89.0
2538,31704,Illinois,Place found,40.0,-89.0
2540,31705,Illinois,Place found,40.0,-89.0
2542,31706,Illinois,Place found,40.0,-89.0
2544,31707,Illinois,Place found,40.0,-89.0
2546,31708,Illinois,Place found,40.0,-89.0
2548,31710,Illinois,Place found,40.0,-89.0
2550,31711,Illinois,Place found,40.0,-89.0
2552,31717,Illinois,Place found,40.0,-89.0
2554,31719,Illinois,Place found,40.0,-89.0
2556,31720,Illinois,Place found,40.0,-89.0
2558,31721,Illinois,Place found,40.0,-89.0
2560,31723,Illinois,Place found,40.0,-89.0
2562,31727,Illinois,Place found,40.0,-89.0
2564,31728,Illinois,Place found,40.0,-89.0
2566,31729,Illinois,Place found,40.0,-89.0
2568,31731,Ohio,Place found,40.0,-80.83
2570,31738,Illinois,Place found,40.0,-89.0
2572,31739,Illinois,Place found,40.0,-89.0
2574,31742,Illinois,Place found,40.0,-89.0
2576,31743,Ohio,Place found,40.0,-80.83
2577,31751,Ohio,Place found,40.0,-80.83
2579,31759,Ouachita River,Place found,34.68,-94.32
2584,31761,Ouachita River,Place found,34.68,-94.32
2589,31762,Illinois,Place found,40.0,-89.0
2591,31763,Ouachita River,Place found,34.68,-94.32
2596,31764,Ouachita River,Place found,34.68,-94.32
2601,31765,Ouachita River,Place found,34.68,-94.32
2606,31766,Arkansas,Place found,35.0,-93.0
2609,31767,Ouachita River,Place found,34.68,-94.32
2614,31768,Arkansas,Place found,35.0,-93.0
2617,31769,Ouachita River,Place found,34.68,-94.32
2622,31770,Ouachita River,Place found,34.68,-94.32
2627,31771,Arkansas,Place found,35.0,-93.0
2631,31772,Ouachita River,Place found,34.68,-94.32
2636,31773,Ohio,Place found,40.0,-80.83
2639,31774,Arkansas,Place found,35.0,-93.0
2642,31776,Ohio,Place found,40.0,-80.83
2644,31777,Illinois,Place found,40.0,-89.0
2647,31778,Ohio,Place found,40.0,-80.83
2649,31779,Russelville,Place found,0.0,0.0
2652,31781,Illinois,Place found,40.0,-89.0
2654,31783,Mesa Verde National Park,Place found,,
2655,31784,Illinois,Place found,40.0,-89.0
2657,31786,Illinois,Place found,40.0,-89.0
2659,31787,Illinois,Place found,40.0,-89.0
2662,31788,Ohio,Place found,40.0,-80.83
2663,31790,Ohio,Place found,40.0,-80.83
2665,31792,Missouri,Place found,38.0,-98.0
2666,31793,Illinois,Place found,40.0,-89.0
2668,31794,Tennessee,Place found,35.5,-85.0
2670,31795,Ohio,Place found,40.0,-80.83
2671,31796,Tennessee,Place found,35.5,-85.0
2673,31797,Kentucky,Place found,37.0,-85.0
2675,31800,Arkansas,Place found,35.0,-93.0
2678,31804,Arkansas,Place found,35.0,-93.0
2681,31805,Arkansas,Place found,35.0,-93.0
2684,31806,Ohio,Place found,40.0,-80.83
2686,31808,Ouachita River,Place found,34.68,-94.32
2691,31809,Arkansas,Place found,35.0,-93.0
2694,31810,Illinois,Place found,40.0,-89.0
2696,31811,Arkansas,Place found,35.0,-93.0
2699,31812,Ohio River,Place found,36.98,-89.13
2701,31813,Ouachita River,Place found,34.68,-94.32
2706,31814,Ouachita River,Place found,34.68,-94.32
2711,31816,Illinois,Place found,40.0,-89.0
2712,31818,Illinois,Place found,40.0,-89.0
2713,31819,Illinois,Place found,40.0,-89.0
2715,31820,Arkansas,Place found,35.0,-93.0
2718,31821,Illinois,Place found,40.0,-89.0
2720,31822,Ouachita River,Place found,34.68,-94.32
2724,31824,Arkansas,Place found,35.0,-93.0
2727,31825,Arkansas,Place found,35.0,-93.0
2730,31827,Illinois,Place found,40.0,-89.0
2732,31828,Ouachita River,Place found,34.68,-94.32
2737,31830,Illinois,Place found,40.0,-89.0
2739,31831,Illinois,Place found,40.0,-89.0
2741,31832,Illinois,Place found,40.0,-89.0
2743,31833,Illinois,Place found,40.0,-89.0
2745,31834,Illinois,Place found,40.0,-89.0
2746,31835,Illinois,Place found,40.0,-89.0
2748,31836,Illinois,Place found,40.0,-89.0
2750,31837,Missouri,Place found,38.0,-98.0
2752,31838,Mount Pleasant,Place found,41.45,-81.58
2753,31839,Mississippi,Place found,83.0,-90.0
2755,31840,Illinois,Place found,40.0,-89.0
2757,31841,Missouri,Place found,38.0,-98.0
2759,31842,Illinois,Place found,40.0,-89.0
2760,31845,Illinois,Place found,40.0,-89.0
2762,31846,Illinois,Place found,40.0,-89.0
2763,31847,Missouri,Place found,38.0,-98.0
2765,31848,Missouri,Place found,38.0,-98.0
2767,31849,Arkansas,Place found,35.0,-93.0
2770,31850,Illinois,Place found,40.0,-89.0
2772,31851,Arkansas,Place found,35.0,-93.0
2775,31852,Arkansas,Place found,35.0,-93.0
2778,31853,Missouri,Place found,38.0,-98.0
2780,31854,Arkansas,Place found,35.0,-93.0
2783,31855,Missouri,Place found,38.0,-98.0
2784,31856,Arkansas,Place found,35.0,-93.0
2787,31857,Arkansas,Place found,35.0,-93.0
2790,31858,Illinois,Place found,40.0,-89.0
2792,31859,Arkansas,Place found,35.0,-93.0
2795,31860,Illinois,Place found,40.0,-89.0
2797,31861,Illinois,Place found,40.0,-89.0
2798,31863,Ohio,Place found,40.0,-80.83
2800,31864,Ohio,Place found,40.0,-80.83
2802,31865,Missouri,Place found,38.0,-98.0
2804,31866,Illinois,Place found,40.0,-89.0
2806,31867,Ohio,Place found,40.0,-80.83
2807,31869,Illinois,Place found,40.0,-89.0
2809,31870,Ouachita River,Place found,34.68,-94.32
2814,31873,Arkansas,Place found,35.0,-93.0
2817,31877,Arkansas,Place found,35.0,-93.0
2820,31878,Ouachita River,Place found,34.68,-94.32
2825,31879,Ouachita River,Place found,34.68,-94.32
2830,31880,Ouachita River,Place found,34.68,-94.32
2835,31881,Ouachita River,Place found,34.68,-94.32
2840,31887,Ouachita River,Place found,34.68,-94.32
2845,31888,Ouachita River,Place found,34.68,-94.32
2850,31889,Ouachita River,Place found,34.68,-94.32
2855,31891,Ouachita River,Place found,34.68,-94.32
2860,31892,Ouachita River,Place found,34.68,-94.32
2865,31893,Ouachita River,Place found,34.68,-94.32
2870,31894,Arkansas,Place found,35.0,-93.0
2873,31895,Ouachita River,Place found,34.68,-94.32
2878,31896,Ouachita River,Place found,34.68,-94.32
2883,31897,Arkansas,Place found,35.0,-93.0
2886,31898,Arkansas,Place found,35.0,-93.0
2890,31899,Arkansas,Place found,35.0,-93.0
2893,31900,Ouachita River,Place found,34.68,-94.32
2898,31902,Ouachita River,Place found,34.68,-94.32
2903,31904,Arkansas,Place found,35.0,-93.0
2905,31905,Tennessee,Place found,35.5,-85.0
2906,31906,Ohio,Place found,40.0,-80.83
2908,31907,Illinois,Place found,40.0,-89.0
2910,31908,Illinois,Place found,40.0,-89.0
2912,31909,Missouri,Place found,38.0,-98.0
2914,31910,Illinois,Place found,40.0,-89.0
2916,31911,Illinois,Place found,40.0,-89.0
2918,31914,Illinois,Place found,40.0,-89.0
2920,31916,Illinois,Place found,40.0,-89.0
2922,31918,Missouri,Place found,38.0,-98.0
2924,31919,Illinois,Place found,40.0,-89.0
2926,31920,Missouri,Place found,38.0,-98.0
2928,31921,Missouri,Place found,38.0,-98.0
2931,31922,Illinois,Place found,40.0,-89.0
2932,31923,Illinois,Place found,40.0,-89.0
2934,31924,Illinois,Place found,40.0,-89.0
2936,31925,Illinois,Place found,40.0,-89.0
2938,31926,Illinois,Place found,40.0,-89.0
2939,31927,Illinois,Place found,40.0,-89.0
2941,31928,Missouri,Place found,38.0,-98.0
2944,31929,Missouri,Place found,38.0,-98.0
2946,31931,Illinois,Place found,40.0,-89.0
2948,31932,Illinois,Place found,40.0,-89.0
2950,31934,Illinois,Place found,40.0,-89.0
2952,31935,Missouri,Place found,38.0,-98.0
2955,31936,Missouri,Place found,38.0,-98.0
2957,31937,Illinois,Place found,40.0,-89.0
2959,31938,Saint Clair,Place found,38.33,-93.77
2962,31940,Missouri,Place found,38.0,-98.0
2964,31941,Missouri,Place found,38.0,-98.0
2967,31942,Illinois,Place found,40.0,-89.0
2969,31944,Ohio,Place found,40.0,-80.83
2971,31945,Kentucky,Place found,37.0,-85.0
2972,31946,Tennessee,Place found,35.5,-85.0
2974,31947,Garland county,Place found,34.57,-93.15
2975,31948,Kentucky,Place found,37.0,-85.0
2977,31949,Indiana,Place found,40.0,-86.0
2979,31950,Kentucky,Place found,37.0,-85.0
2980,31952,Ohio,Place found,40.0,-80.83
2982,31953,Louisiana,Place found,31.0,-92.0
2984,31954,Louisiana,Place found,31.0,-92.0
2986,31955,Louisiana,Place found,31.0,-92.0
2988,31956,Louisiana,Place found,31.0,-92.0
2990,31957,Louisiana,Place found,31.0,-92.0
2992,31958,Louisiana,Place found,31.0,-92.0
2994,31959,Louisiana,Place found,31.0,-92.0
2996,31960,Louisiana,Place found,31.0,-92.0
2998,31961,Louisiana,Place found,31.0,-92.0
3000,31962,Louisiana,Place found,31.0,-92.0
3003,31963,Louisiana,Place found,31.0,-92.0
3005,31964,Louisiana,Place found,31.0,-92.0
3007,31965,Louisiana,Place found,31.0,-92.0
3009,31966,Louisiana,Place found,31.0,-92.0
3011,31967,Louisiana,Place found,31.0,-92.0
3013,31968,Louisiana,Place found,31.0,-92.0
3015,31969,Louisiana,Place found,31.0,-92.0
3017,31970,Louisiana,Place found,31.0,-92.0
3019,31971,Louisiana,Place found,31.0,-92.0
3021,31972,Louisiana,Place found,31.0,-92.0
3023,31973,Louisiana,Place found,31.0,-92.0
3025,31974,Louisiana,Place found,31.0,-92.0
3027,31975,Louisiana,Place found,31.0,-92.0
3029,31976,Louisiana,Place found,31.0,-92.0
3031,31977,Louisiana,Place found,31.0,-92.0
3033,31978,Louisiana,Place found,31.0,-92.0
3035,31979,Louisiana,Place found,31.0,-92.0
3037,31980,Louisiana,Place found,31.0,-92.0
3039,31981,Louisiana,Place found,31.0,-92.0
3041,31982,Louisiana,Place found,31.0,-92.0
3043,31983,Louisiana,Place found,31.0,-92.0
3045,31984,Louisiana,Place found,31.0,-92.0
3047,31985,Louisiana,Place found,31.0,-92.0
3049,31986,Louisiana,Place found,31.0,-92.0
3051,31987,Louisiana,Place found,31.0,-92.0
3053,31988,Illinois,Place found,40.0,-89.0
3056,31989,Illinois,Place found,40.0,-89.0
3059,31990,Kentucky,Place found,37.0,-85.0
3061,31993,Tennessee,Place found,35.5,-85.0
3063,31994,Tennessee,Place found,35.5,-85.0
3065,31995,Kentucky,Place found,37.0,-85.0
3067,31996,Ohio,Place found,40.0,-80.83
3069,31997,Missouri,Place found,38.0,-98.0
3071,31998,Illinois,Place found,40.0,-89.0
3073,32000,Illinois,Place found,40.0,-89.0
3075,32001,Missouri,Place found,38.0,-98.0
3077,32002,Ohio,Place found,40.0,-80.83
3078,32003,Illinois,Place found,40.0,-89.0
3080,32007,Indiana,Place found,40.0,-86.0
3082,32011,Ohio,Place found,40.0,-80.83
