ObjectID,Term,ThesXrefType,LatitudeNumber,LongitudeNumber
32935,Oklahoma,Place found,35,-98
32935,Plains,Cultural Area,,
32935,Southern Plains,Place found,,
32936,Plains,Cultural Area,,
32937,Plains,Cultural Area,,
32938,Plains,Cultural Area,,
32939,Plains,Cultural Area,,
32940,Plains,Cultural Area,,
32941,Northeast,Cultural Area,,
32942,Northeast,Cultural Area,,
32943,Northeast,Cultural Area,,
32944,Northeast,Cultural Area,,
32946,Northeast,Cultural Area,,
32947,Northeast,Cultural Area,,
32948,Northeast,Cultural Area,,
32949,Plains,Cultural Area,,
32950,Plains,Cultural Area,,
32951,Plains,Cultural Area,,
32952,Plains,Cultural Area,,
32953,Great Plains,Place found,39.42,-101.28
32953,Plains,Cultural Area,,
32954,Plains,Cultural Area,,
32955,Plains,Cultural Area,,
32956,Plains,Cultural Area,,
32957,United States of America,Place found,38,-98
32957,Great Plains,Place found,39.42,-101.28
32958,United States of America,Place found,38,-98
32958,Montana,Place found,47,-110
32958,Fort Belknap Indian Reservation,Place found,48.2,-108.53
32958,Plains,Cultural Area,,
32958,Northern Plains,Place found,,
32959,United States of America,Place found,38,-98
32959,Great Plains,Place found,39.42,-101.28
32959,Plains,Cultural Area,,
32961,United States of America,Place found,38,-98
32961,Great Plains,Place found,39.42,-101.28
32961,Plains,Cultural Area,,
32962,United States of America,Place found,38,-98
32962,Great Plains,Place found,39.42,-101.28
32962,Plains,Cultural Area,,
32963,United States of America,Place found,38,-98
32963,Montana,Place found,47,-110
32963,Fort Belknap Indian Reservation,Place found,48.2,-108.53
32963,Plains,Cultural Area,,
32963,Northern Plains,Place found,,
32964,United States of America,Place found,38,-98
32964,Plains,Cultural Area,,
32965,Plains,Cultural Area,,
32966,United States of America,Place found,38,-98
32966,Plains,Cultural Area,,
32966,Northern Plains,Place found,,
32967,Plains,Cultural Area,,
32968,United States of America,Place found,38,-98
32968,Great Plains,Place found,39.42,-101.28
32968,Plains,Cultural Area,,
32969,United States of America,Place found,38,-98
32969,Great Plains,Place found,39.42,-101.28
32969,Plains,Cultural Area,,
32970,United States of America,Place found,38,-98
32970,Great Plains,Place found,39.42,-101.28
32970,Plains,Cultural Area,,
32971,United States of America,Place found,38,-98
32971,Great Plains,Place found,39.42,-101.28
32971,Plains,Cultural Area,,
32972,United States of America,Place found,38,-98
32972,Great Plains,Place found,39.42,-101.28
32972,Plains,Cultural Area,,
32973,United States of America,Place found,38,-98
32973,Great Plains,Place found,39.42,-101.28
32973,Plains,Cultural Area,,
32974,Plains,Cultural Area,,
32975,United States of America,Place found,38,-98
32975,Plains,Cultural Area,,
32975,Northern Plains,Place found,,
32976,United States of America,Place found,38,-98
32976,Great Plains,Place found,39.42,-101.28
32976,Plains,Cultural Area,,
32976,Northern Plains,Place found,,
32977,United States of America,Place found,38,-98
32977,Great Plains,Place found,39.42,-101.28
32977,Plains,Cultural Area,,
32978,United States of America,Place found,38,-98
32978,Great Plains,Place found,39.42,-101.28
32978,Plains,Cultural Area,,
32979,United States of America,Place found,38,-98
32979,Great Plains,Place found,39.42,-101.28
32979,Plains,Cultural Area,,
32980,Northeast,Cultural Area,,
32981,United States of America,Place found,38,-98
32981,Great Plains,Place found,39.42,-101.28
32981,Southwest,Cultural Area,,
32982,United States of America,Place found,38,-98
32982,Great Plains,Place found,39.42,-101.28
32982,Plains,Cultural Area,,
32983,United States of America,Place found,38,-98
32983,Great Plains,Place found,39.42,-101.28
32983,Oklahoma,Place found,35,-98
32983,Plains,Cultural Area,,
32983,Southern Plains,Place found,,
32984,United States of America,Place found,38,-98
32984,Great Plains,Place found,39,-101
32984,Plains,Cultural Area,,
32985,Plains,Cultural Area,,
32987,Plains,Cultural Area,,
32988,United States of America,Place found,38,-98
32988,Great Plains,Place found,39.42,-101.28
32988,Plains,Cultural Area,,
32989,United States of America,Place found,38,-98
32989,Great Plains,Place found,39,-101
32989,Southwest,Cultural Area,,
32990,United States of America,Place found,38,-98
32990,Great Plains,Place found,39.42,-101.28
32990,Plains,Cultural Area,,
32991,Plains,Cultural Area,,
32992,United States of America,Place found,38,-98
32992,Great Plains,Place found,39.42,-101.28
32992,Plains,Cultural Area,,
32993,United States of America,Place found,38,-98
32993,Great Plains,Place found,39.42,-101.28
32993,Plains,Cultural Area,,
32994,United States of America,Place found,38,-98
32994,Great Plains,Place found,39.42,-101.28
32994,Plains,Cultural Area,,
32995,United States,Place found,38,-98
32995,Great Plains,Place found,39.42,-101.28
32995,Plains,Cultural Area,,
32996,United States of America,Place found,38,-98
32996,Great Plains,Place found,39,-101
32996,Plains,Cultural Area,,
32997,United States of America,Place found,38,-98
32997,Great Plains,Place found,39.42,-101.28
32997,Plains,Cultural Area,,
32998,United States of America,Place found,38,-98
32998,Plains,Cultural Area,,
32999,Southwest,Cultural Area,,
33000,United States of America,Place found,38,-98
33000,Great Plains,Place found,39.42,-101.28
33000,Plains,Cultural Area,,
33001,United States of America,Place found,38,-98
33001,Great Plains,Place found,39.42,-101.28
33001,Plains,Cultural Area,,
33003,Plains,Cultural Area,,
33004,United States of America,Place found,38,-98
33004,Great Plains,Place found,39.42,-101.28
33004,Plains,Cultural Area,,
33005,United States of America,Place found,38,-98
33005,Great Plains,Place found,39.42,-101.28
33005,Plains,Cultural Area,,
33006,United States of America,Place found,38,-98
33006,Great Plains,Place found,39.42,-101.28
33006,Plains,Cultural Area,,
33007,United States of America,Place found,38,-98
33007,Great Plains,Place found,39.42,-101.28
33007,Plains,Cultural Area,,
33008,United States of America,Place found,38,-98
33008,Great Plains,Place found,39.42,-101.28
33008,Plains,Cultural Area,,
33009,United States of America,Place found,38,-98
33009,Great Plains,Place found,39.42,-101.28
33009,Plains,Cultural Area,,
33010,Plains,Cultural Area,,
33011,United States of America,Place found,38,-98
33011,Oklahoma,Place found,35,-98
33011,Plains,Cultural Area,,
33011,Southern Plains,Place found,,
33012,United States of America,Place found,38,-98
33012,Oklahoma,Place found,35,-98
33012,Plains,Cultural Area,,
33012,Southern Plains,Place found,,
33013,Plains,Cultural Area,,
33014,United States of America,Place found,38,-98
33014,Great Plains,Place found,39.42,-101.28
33014,Montana,Place found,47,-110
33014,Plains,Cultural Area,,
33015,United States of America,Place found,38,-98
33015,Great Plains,Place found,39,-101
33015,Plains,Cultural Area,,
33016,United States of America,Place found,38,-98
33016,Great Plains,Place found,39.42,-101.28
33016,Plains,Cultural Area,,
33017,United States of America,Place found,38,-98
33017,Great Plains,Place found,39.42,-101.28
33017,Plains,Cultural Area,,
33018,Plains,Cultural Area,,
33019,Mesoamerica,Cultural Area,,
33020,Plains,Cultural Area,,
33021,Plains,Cultural Area,,
33022,United States of America,Place found,38,-98
33022,Great Plains,Place found,39,-101
33022,Plains,Cultural Area,,
33025,United States of America,Place found,38,-98
33025,United States of America,Place found,38,-98
33025,Great Plains,Place found,39.42,-101.28
33025,Montana,Place found,47,-110
33025,Oklahoma,Place found,35,-98
33025,Plains,Cultural Area,,
33026,Plains,Cultural Area,,
33027,Plains,Cultural Area,,
33028,Plains,Cultural Area,,
33029,Plains,Cultural Area,,
33030,United States of America,Place found,38,-98
33030,Plains,Cultural Area,,
33030,Northern Plains,Place found,,
33032,United States of America,Place found,38,-98
33032,Great Plains,Place found,39.42,-101.28
33032,Wyoming,Place found,44,-105.83
33032,Wind River Indian Reservation,Place found,43.28,-108.83
33032,Plains,Cultural Area,,
33033,United States of America,Place found,38,-98
33033,Oklahoma,Place found,35,-98
33033,Plains,Cultural Area,,
33034,Plains,Cultural Area,,
33035,United States of America,Place found,38,-98
33035,Great Plains,Place found,39.42,-101.28
33035,Plains,Cultural Area,,
33036,Arctic,Cultural Area,,
33037,United States,Place found,38,-98
33037,United States of America,Place found,38,-98
33037,Plains,Cultural Area,,
33038,United States of America,Place found,38,-98
33038,Plains,Cultural Area,,
33038,Northeast,Place found,,
33039,Plains,Cultural Area,,
33040,Plains,Cultural Area,,
33041,Plains,Cultural Area,,
33042,Plains,Cultural Area,,
33043,United States of America,Place found,38,-98
33043,Great Plains,Place found,39.42,-101.28
33043,Plains,Cultural Area,,
33044,United States of America,Place found,38,-98
33044,Great Plains,Place found,39.42,-101.28
33044,Plains,Cultural Area,,
33045,Plains,Cultural Area,,
33046,United States of America,Place found,38,-98
33046,Great Plains,Place found,39.42,-101.28
33046,Plains,Cultural Area,,
33047,United States of America,Place found,38,-98
33047,Great Plains,Place found,39.42,-101.28
33047,Plains,Cultural Area,,
33048,Plateau,Cultural Area,,
33051,Alaska,Place found,65,-153
33051,Saint Lawrence Island,Place found,63.5,-170.43
33051,Arctic,Cultural Area,,
33052,Plateau,Cultural Area,,
33053,United States of America,Place found,38,-98
33053,Great Plains,Place found,39.42,-101.28
33053,Plains,Cultural Area,,
33054,United States of America,Place found,38,-98
33054,Great Plains,Place found,39.42,-101.28
33054,Plains,Cultural Area,,
33055,Plateau,Cultural Area,,
33056,Plateau,Cultural Area,,
33057,Plateau,Cultural Area,,
33058,Plateau,Cultural Area,,
33059,United States of America,Place found,38,-98
33059,Great Plains,Place found,39.42,-101.28
33059,Plains,Cultural Area,,
33060,Plateau,Cultural Area,,
33061,Plateau,Cultural Area,,
33062,Plains,Cultural Area,,
33063,Plains,Cultural Area,,
33064,United States of America,Place found,38,-98
33064,Great Plains,Place found,39.42,-101.28
33064,Plains,Cultural Area,,
33065,United States of America,Place found,38,-98
33065,Great Plains,Place found,39.42,-101.28
33065,Plains,Cultural Area,,
33066,United States of America,Place found,38,-98
33066,Great Plains,Place found,39.42,-101.28
33066,Plains,Cultural Area,,
33067,United States of America,Place found,38,-98
33067,Great Plains,Place found,39.42,-101.28
33067,Plains,Cultural Area,,
33068,United States of America,Place found,38,-98
33068,Great Plains,Place found,39.42,-101.28
33068,Plains,Cultural Area,,
33069,Plains,Cultural Area,,
33070,United States of America,Place found,38,-98
33070,Great Plains,Place found,39.42,-101.28
33070,Plains,Cultural Area,,
33072,United States of America,Place found,38,-98
33072,Great Plains,Place found,39.42,-101.28
33072,Plains,Cultural Area,,
33073,United States of America,Place found,38,-98
33073,Great Plains,Place found,39,-101
33073,Plains,Cultural Area,,
33074,Plains,Cultural Area,,
33076,United States of America,Place found,38,-98
33076,Great Plains,Place found,39.42,-101.28
33076,Plains,Cultural Area,,
33077,Arkansas,Place found,35,-93
33077,Yell,Place found,35,-93.42
33077,Alaska,Place found,65,-153
33077,Southeastern,Cultural Area,,
33078,Arkansas,Place found,35,-93
33078,Johnson,Place found,35.57,-93.45
33078,Alaska,Place found,65,-153
33078,Southeastern,Cultural Area,,
33080,Southeastern,Cultural Area,,
33081,Southeastern,Cultural Area,,
33082,Wisconsin,Place found,45,-90
33082,Sheboygan,Place found,43.73,-87.93
33082,Southeastern,Cultural Area,,
33084,Arkansas,Place found,35,-93
33084,Johnson,Place found,35.57,-93.45
33084,Cabin Creek,Place found,35.47,-93.38
33084,Southeastern,Cultural Area,,
33085,Arkansas,Place found,35,-93
33085,Washington,Place found,35.97,-94.23
33085,Alaska,Place found,65,-153
33085,Southeastern,Cultural Area,,
33086,Ouachita River,Place found,34.68,-94.32
33086,Red River,Place found,34.57,-99.95
33086,Arkansas,Place found,35,-93
33086,Sandy Creek,Place found,33.55,-91.77
33086,Nevada,Place found,33.65,-93.33
33086,Southeastern,Cultural Area,,
33088,Arkansas,Place found,35,-93
33088,Yell,Place found,35,-93.42
33088,Alaska,Place found,65,-153
33088,Southeastern,Cultural Area,,
33089,Arkansas,Place found,35,-93
33089,Yell,Place found,35,-93.42
33089,Alaska,Place found,65,-153
33089,Southeastern,Cultural Area,,
33090,Arkansas,Place found,35,-93
33090,Garland,Place found,34.57,-93.15
33090,Alaska,Place found,65,-153
33090,Southeastern,Cultural Area,,
33090,Ouachita River Basin,Place found,,
33091,United States of America,Place found,38,-98
33091,Great Plains,Place found,39.42,-101.28
33091,Oklahoma,Place found,35,-98
33091,Plains,Cultural Area,,
33092,United States of America,Place found,38,-98
33092,Oklahoma,Place found,35,-98
33092,Mountain View,Place found,35.83,-98.73
33092,Plains,Cultural Area,,
33092,Southern Plains,Place found,,
33093,United States of America,Place found,38,-98
33093,Great Plains,Place found,39.42,-101.28
33093,Plains,Cultural Area,,
33095,United States of America,Place found,38,-98
33095,Great Plains,Place found,39.42,-101.28
33095,Plains,Cultural Area,,
33096,Oklahoma,Place found,35,-98
33096,Hominy,Place found,36.4,-96.38
33096,Plains,Cultural Area,,
33097,United States of America,Place found,38,-98
33097,Great Plains,Place found,39.42,-101.28
33097,Oklahoma,Place found,35,-98
33097,Plains,Cultural Area,,
33097,Southern Plains,Place found,,
33098,United States of America,Place found,38,-98
33098,Great Plains,Place found,39.42,-101.28
33098,Oklahoma,Place found,35,-98
33098,Plains,Cultural Area,,
33098,Southern Plains,Place found,,
33103,Northeast,Cultural Area,,
33105,Northeast,Cultural Area,,
33107,Zuni,Place found,35.66,-108.83
33107,Shalako,Place found,35.55,-110.6
33107,Southwest,Cultural Area,,
33108,Southwest,Cultural Area,,
33110,Zuni,Place found,35.66,-108.83
33110,Shalako,Place found,35.55,-110.6
33110,Southwest,Cultural Area,,
33112,Southwest,Cultural Area,,
33113,Southwest,Cultural Area,,
33115,United States of America,Place found,38,-98
33115,Great Plains,Place found,39.42,-101.28
33115,Plains,Cultural Area,,
33116,Southwest,Cultural Area,,
33117,United States of America,Place found,38,-98
33117,Great Plains,Place found,39.42,-101.28
33117,Plains,Cultural Area,,
33120,United States of America,Place found,38,-98
33120,Great Plains,Place found,39.42,-101.28
33120,Plains,Cultural Area,,
33121,United States of America,Place found,38,-98
33121,Great Plains,Place found,39.42,-101.28
33121,Plains,Cultural Area,,
33123,United States of America,Place found,38,-98
33123,Connecticut,Place found,41.83,-72.83
33123,Hartford,Place found,41.77,-72.77
33123,Hartford,Place found,41.75,-72.68
33123,Plains,Cultural Area,,
33124,United States of America,Place found,38,-98
33124,Great Plains,Place found,39.42,-101.28
33124,Plains,Cultural Area,,
33126,United States of America,Place found,38,-98
33126,Plains,Cultural Area,,
33126,Southern Plains,Place found,,
33127,Plains,Cultural Area,,
33128,United States of America,Place found,38,-98
33128,Great Plains,Place found,39.42,-101.28
33128,Plains,Cultural Area,,
33129,United States of America,Place found,38,-98
33129,Great Plains,Place found,39,-101
33129,Plains,Cultural Area,,
33130,United States of America,Place found,38,-98
33130,Great Plains,Place found,39.42,-101.28
33130,Plains,Cultural Area,,
33131,United States of America,Place found,38,-98
33131,Great Plains,Place found,39.42,-101.28
33131,Plains,Cultural Area,,
33132,United States of America,Place found,38,-98
33132,Great Plains,Place found,39.42,-101.28
33132,Plains,Cultural Area,,
33133,United States of America,Place found,38,-98
33133,Great Plains,Place found,39.42,-101.28
33133,Plains,Cultural Area,,
33135,United States of America,Place found,38,-98
33135,Great Plains,Place found,39.42,-101.28
33135,Plains,Cultural Area,,
33136,United States of America,Place found,38,-98
33136,Great Plains,Place found,39.42,-101.28
33136,Plains,Cultural Area,,
33137,Plains,Cultural Area,,
33138,Plains,Cultural Area,,
33139,United States of America,Place found,38,-98
33139,Oklahoma,Place found,35,-98
33139,Plains,Cultural Area,,
33139,Southern Plains,Place found,,
33140,Plains,Cultural Area,,
33141,Plains,Cultural Area,,
33142,United States of America,Place found,38,-98
33142,Great Plains,Place found,39.42,-101.28
33142,Plains,Cultural Area,,
33143,United States of America,Place found,38,-98
33143,Great Plains,Place found,39.42,-101.28
33143,Plains,Cultural Area,,
33144,United States of America,Place found,38,-98
33144,Great Plains,Place found,39.42,-101.28
33144,Plains,Cultural Area,,
33145,Plains,Cultural Area,,
33146,Plains,Cultural Area,,
33147,Arkansas,Place found,35,-93
33147,Conway,Place found,35.25,-92.68
33147,Conway,Place found,35.25,-92.68
33147,Alaska,Place found,65,-153
33147,Southeast,Cultural Area,,
33148,Arkansas,Place found,35,-93
33148,Conway,Place found,35.25,-92.68
33148,Conway,Place found,35.25,-92.68
33148,Alaska,Place found,65,-153
33148,Southeast,Cultural Area,,
33151,Southeast,Cultural Area,,
33153,Oklahoma,Place found,35,-98
33153,Le Flore,Place found,34.9,-94.73
33153,Southeast,Cultural Area,,
33153,Southeast,Cultural Area,,
33153,Temple Mound,Place found,,
33154,Oklahoma,Place found,35,-98
33154,Le Flore,Place found,34.9,-94.73
33154,Southeast,Cultural Area,,
33154,Southeast,Cultural Area,,
33154,Temple Mound,Place found,,
33156,Southeast,Cultural Area,,
33157,Oklahoma,Place found,35,-98
33157,Spiro,Place found,35.23,-94.62
33157,Southeast,Cultural Area,,
33157,Spiro Mounds,Place found,,
33159,Southeast,Cultural Area,,
33161,Southeast,Cultural Area,,
33163,United States of America,Place found,38,-98
33163,Great Plains,Place found,39.42,-101.28
33163,Plains,Cultural Area,,
33164,United States of America,Place found,38,-98
33164,Great Plains,Place found,39.42,-101.28
33164,Plains,Cultural Area,,
33165,United States of America,Place found,38,-98
33165,Great Plains,Place found,39.42,-101.28
33165,Plains,Cultural Area,,
33166,United States of America,Place found,38,-98
33166,Great Plains,Place found,39,-101
33166,Plains,Cultural Area,,
33167,United States of America,Place found,38,-98
33167,Great Plains,Place found,39.42,-101.28
33167,Plains,Cultural Area,,
33168,United States of America,Place found,38,-98
33168,Great Plains,Place found,39.42,-101.28
33169,Arizona,Place found,34,-112
33169,Southwest,Cultural Area,,
33169,Southwest,Cultural Area,,
33169,South Central Arizona,Place found,,
33170,Oklahoma,Place found,35,-98
33170,Spiro,Place found,35.23,-94.62
33170,Southeast,Cultural Area,,
33171,Southeast,Cultural Area,,
33172,Oklahoma,Place found,35,-98
33172,Le Flore,Place found,34.9,-94.73
33172,Southeast,Cultural Area,,
33173,Southeast,Cultural Area,,
33174,Southeast,Cultural Area,,
33175,Oklahoma,Place found,35,-98
33175,Spiro,Place found,35.23,-94.62
33175,Southeast,Cultural Area,,
33176,Arizona,Place found,34,-112
33176,Oraibi Mesa,Place found,35.9,-110.68
33176,Third Mesa,Place found,35.9,-110.68
33176,Southwest,Cultural Area,,
33177,Arizona,Place found,34,-112
33177,Third Mesa,Place found,35.9,-110.68
33177,Southwest,Cultural Area,,
33178,Arizona,Place found,34,-112
33178,Third Mesa,Place found,35.9,-110.68
33178,Southwest,Cultural Area,,
33179,Wisconsin,Place found,45,-90
33179,Northeast,Cultural Area,,
33180,Wisconsin,Place found,45,-90
33180,Northeast,Cultural Area,,
33181,Wisconsin,Place found,45,-90
33181,Northeast,Cultural Area,,
33182,Wisconsin,Place found,45,-90
33182,Northeast,Cultural Area,,
33183,Wisconsin,Place found,45,-90
33183,Northeast,Cultural Area,,
33184,Wisconsin,Place found,45,-90
33184,Northeast,Cultural Area,,
33185,Wisconsin,Place found,45,-90
33185,Northeast,Cultural Area,,
33186,Wisconsin,Place found,45,-90
33186,Northeast,Cultural Area,,
33187,Michigan,Place found,44,-85
33187,Northeast,Cultural Area,,
33188,Michigan,Place found,44,-85
33188,Iosco,Place found,44.33,-83.63
33188,Northeast,Cultural Area,,
33189,Michigan,Place found,44,-85
33189,Newaygo,Place found,43.55,-85.8
33189,Northeast,Cultural Area,,
33190,Michigan,Place found,44,-85
33190,Newaygo,Place found,43.55,-85.8
33190,Northeast,Cultural Area,,
33191,Michigan,Place found,44,-85
33191,Northeast,Cultural Area,,
33192,Wisconsin,Place found,45,-90
33192,Northeast,Cultural Area,,
33193,Illinois,Place found,40,-89
33193,Pike,Place found,39.6,-90.82
33193,Bedford,Place found,39.52,-90.58
33193,Northeast,Cultural Area,,
33193,Northeast,Cultural Area,,
33193,Ouachita River Basin,Place found,,
33194,Illinois,Place found,40,-89
33194,Pike,Place found,39.6,-90.82
33194,Bedford,Place found,39.52,-90.58
33194,Northeast,Cultural Area,,
33194,Northeast,Cultural Area,,
33194,Ouachita River Basin,Place found,,
33195,Missouri,Place found,38,-98
33195,Marion,Place found,39.82,-91.6
33196,Illinois,Place found,40,-89
33196,Calhoun,Place found,39.17,-90.65
33196,Northeast,Cultural Area,,
33196,Northeast,Cultural Area,,
33196,Etley Site,Place found,,
33197,Illinois,Place found,40,-89
33197,Calhoun,Place found,39.17,-90.65
33197,Northeast,Cultural Area,,
33197,Northeast,Cultural Area,,
33197,Gibson Site,Place found,,
33198,Illinois,Place found,40,-89
33198,Calhoun,Place found,39.17,-90.65
33198,Northeast,Cultural Area,,
33198,Northeast,Cultural Area,,
33198,Etley Site,Place found,,
33199,Wisconsin,Place found,45,-90
33199,Northeast,Cultural Area,,
33200,Illinois,Place found,40,-89
33200,Calhoun,Place found,39.17,-90.65
33200,Northeast,Cultural Area,,
33200,Northeast,Cultural Area,,
33200,Etley Site,Place found,,
33201,Northeast,Cultural Area,,
33202,Illinois,Place found,40,-89
33202,Pike,Place found,39.6,-90.82
33202,Bedford,Place found,39.52,-90.58
33202,Northeast,Cultural Area,,
33202,Northeast,Cultural Area,,
33202,Ouachita River Basin,Place found,,
33203,Illinois,Place found,40,-89
33203,Jersey,Place found,39.66,-90.35
33203,Northeast,Cultural Area,,
33204,Illinois,Place found,40,-89
33204,Pike,Place found,39.6,-90.82
33204,Bedford,Place found,39.52,-90.58
33204,Northeast,Cultural Area,,
33204,Northeast,Cultural Area,,
33204,Ouachita River Basin,Place found,,
33206,Ohio,Place found,40,-80.83
33206,Darke,Place found,40.83,-84.73
33206,Northeast,Cultural Area,,
33207,Illinois,Place found,40,-89
33207,Northeast,Cultural Area,,
33208,Northeast,Cultural Area,,
33209,Wisconsin,Place found,45,-90
33209,Northeast,Cultural Area,,
33211,Michigan,Place found,44,-85
33211,Isabella,Place found,43.65,-84.85
33214,Michigan,Place found,44,-85
33214,Northeast,Cultural Area,,
33215,Illinois,Place found,40,-89
33215,Calhoun,Place found,39.17,-90.65
33215,Northeast,Cultural Area,,
33216,Ohio,Place found,40,-80.83
33216,Montgomery county,Place found,39.75,-84.3
33216,Dayton,Place found,39.75,-84.18
33216,Northeast,Cultural Area,,
33216,Triangle Park,Place found,,
33218,Northeast,Cultural Area,,
33220,Northeast,Cultural Area,,
33221,Michigan,Place found,44,-85
33221,Houghton,Place found,46.95,-88.68
33221,Northeast,Cultural Area,,
33222,Arkansas,Place found,35,-93
33222,Pulaski,Place found,34.77,-92.3
33222,Little Rock,Place found,34.73,-92.28
33222,Southeast,Cultural Area,,
33224,Arkansas River,Place found,35.67,-92.73
33224,Arkansas,Place found,35,-93
33224,Yell,Place found,35,-93.42
33224,Southeast,Cultural Area,,
33226,Arkansas,Place found,35,-93
33226,Conway,Place found,35.25,-92.68
33226,Conway,Place found,35.25,-92.68
33226,Alaska,Place found,65,-153
33226,Southeast,Cultural Area,,
33228,Southeast,Cultural Area,,
33229,Arkansas,Place found,35,-93
33229,Garland,Place found,34.57,-93.15
33229,Alaska,Place found,65,-153
33229,Southeast,Cultural Area,,
33229,Ouachita River Basin,Place found,,
33230,Oklahoma,Place found,35,-98
33230,Spiro,Place found,35.23,-94.62
33230,Southeast,Cultural Area,,
33230,Spiro Mounds,Place found,,
33231,Arkansas,Place found,35,-93
33231,Conway,Place found,35.25,-92.68
33231,Conway,Place found,35.25,-92.68
33231,Alaska,Place found,65,-153
33231,Southeast,Cultural Area,,
33232,Oklahoma,Place found,35,-98
33232,Spiro,Place found,35.23,-94.62
33232,Southeast,Cultural Area,,
33232,Spiro Mounds,Place found,,
33233,Oklahoma,Place found,35,-98
33233,Spiro,Place found,35.23,-94.62
33233,Southeast,Cultural Area,,
33233,Spiro Mounds,Place found,,
33234,Oklahoma,Place found,35,-98
33234,Muskogee,Place found,35.73,-95.37
33234,Southeast,Cultural Area,,
33234,Hughes Mound,Place found,,
33235,Oklahoma,Place found,35,-98
33235,Le Flore,Place found,34.9,-94.73
33235,Spiro,Place found,35.23,-94.62
33235,Southeast,Cultural Area,,
33235,Southeast,Cultural Area,,
33236,Southeast,Cultural Area,,
33237,Oklahoma,Place found,35,-98
33237,Spiro,Place found,35.23,-94.62
33237,Southeast,Cultural Area,,
33237,Spiro Mounds,Place found,,
33238,Southeast,Cultural Area,,
33240,Arkansas,Place found,35,-93
33240,Johnson,Place found,35.57,-93.45
33240,Bullfrog Valley,Place found,35.52,-93.2
33240,Southeast,Cultural Area,,
33241,Arkansas,Place found,35,-93
33241,Arkansas,Place found,35,-93
33241,Yell,Place found,35,-93.42
33241,Southeast,Cultural Area,,
33242,Oklahoma,Place found,35,-98
33242,Spiro,Place found,35.23,-94.62
33242,Southeast,Cultural Area,,
33242,Spiro Mounds,Place found,,
33243,Oklahoma,Place found,35,-98
33243,Spiro,Place found,35.23,-94.62
33243,Southeast,Cultural Area,,
33243,Spiro Mounds,Place found,,
33244,Oklahoma,Place found,35,-98
33244,Spiro,Place found,35.23,-94.62
33244,Southeast,Cultural Area,,
33244,Spiro Mounds,Place found,,
33245,Oklahoma,Place found,35,-98
33245,Spiro,Place found,35.23,-94.62
33245,Southeast,Cultural Area,,
33245,Spiro Mounds,Place found,,
33247,Southeast,Cultural Area,,
33248,Oklahoma,Place found,35,-98
33248,Spiro,Place found,35.23,-94.62
33248,Southeast,Cultural Area,,
33248,Spiro Mounds,Place found,,
33249,Oklahoma,Place found,35,-98
33249,Spiro,Place found,35.23,-94.62
33249,Southeast,Cultural Area,,
33249,Spiro Mounds,Place found,,
33250,Oklahoma,Place found,35,-98
33250,Southeast,Cultural Area,,
33250,Spiro Mounds,Place found,,
33251,Oklahoma,Place found,35,-98
33251,Spiro,Place found,35.23,-94.62
33251,Southeast,Cultural Area,,
33251,Spiro Mounds,Place found,,
33252,Oklahoma,Place found,35,-98
33252,Le Flore,Place found,34.9,-94.73
33252,Spiro,Place found,35.23,-94.62
33252,Southeast,Cultural Area,,
33252,Southeast,Cultural Area,,
33253,Oklahoma,Place found,35,-98
33253,Le Flore,Place found,34.9,-94.73
33253,Spiro,Place found,35.23,-94.62
33253,Southeast,Cultural Area,,
33253,Southeast,Cultural Area,,
33254,Oklahoma,Place found,35,-98
33254,Le Flore,Place found,34.9,-94.73
33254,Spiro,Place found,35.23,-94.62
33254,Southeast,Cultural Area,,
33254,Southeast,Cultural Area,,
33255,Oklahoma,Place found,35,-98
33255,Southeast,Cultural Area,,
33255,Spiro Mounds,Place found,,
33256,Oklahoma,Place found,35,-98
33256,Southeast,Cultural Area,,
33256,Spiro Mounds,Place found,,
33257,Oklahoma,Place found,35,-98
33257,Spiro,Place found,35.23,-94.62
33257,Southeast,Cultural Area,,
33257,Spiro Mounds,Place found,,
33259,Wisconsin,Place found,45,-90
33259,Jefferson,Place found,43.33,-88.77
33259,Northeast,Cultural Area,,
33260,Arkansas,Place found,35,-93
33260,Poinsett county,Place found,35.57,-90.65
33260,Marked Tree,Place found,35.52,-90.42
33260,Southeast,Cultural Area,,
33260,Hazel Place,Place found,,
33261,Arkansas,Place found,35,-93
33261,Yell,Place found,35,-93.42
33261,Alaska,Place found,65,-153
33261,Southeast,Cultural Area,,
33262,Illinois,Place found,40,-89
33262,Northeast,Cultural Area,,
33262,Northeast,Cultural Area,,
33263,Arkansas,Place found,35,-93
33263,Yell,Place found,35,-93.42
33263,Alaska,Place found,65,-153
33263,Southeast,Cultural Area,,
33264,Tennessee,Place found,35.5,-85
33264,Southeast,Cultural Area,,
33264,James County,Place found,,
33267,Arkansas,Place found,35,-93
33267,Cross,Place found,35.3,-90.77
33267,Southeast,Cultural Area,,
33267,Fuller Conner Place,Place found,,
33267,Saint Francis River Basin,Place found,,
33268,Arkansas,Place found,35,-93
33268,Cross,Place found,35.3,-90.77
33268,Fuller Conner Place,Place found,,
33268,Saint Francis River Basin,Place found,,
33270,Southeast,Cultural Area,,
33273,Arkansas,Place found,35,-93
33273,Arkansas,Place found,35,-93
33273,Yell,Place found,35,-93.42
33273,Southeast,Cultural Area,,
33274,Tennessee,Place found,35.5,-85
33274,Southeast,Cultural Area,,
